index,eligible,ground_truth_eligible,witness_time_ms,generate_time_ms,verify_time_ms,verified,jurisdiction,jurisdiction_name,failed_flags
741,true,true,238,252,13,true,0,Delhi,""
742,false,false,37,38,0,false,2,Telangana,"registry_verified;mutation_complete;tax_paid;zoning_compliant;jurisdiction_mismatch"
743,true,true,235,252,16,true,6,Uttar_Pradesh,""
744,true,true,225,241,15,true,6,Uttar_Pradesh,""
745,true,true,207,222,14,true,5,Chandigarh,""
746,false,false,31,32,0,false,7,Gujarat,"zoning_compliant;jurisdiction_mismatch"
747,true,true,196,209,12,true,5,Chandigarh,""
748,true,true,195,209,13,true,7,Gujarat,""
749,false,false,30,31,0,false,0,Delhi,"kyc_pass;mutation_complete;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
750,true,true,208,223,14,true,5,Chandigarh,""
751,false,false,32,32,0,false,4,Rajasthan,"kyc_pass;zoning_compliant;jurisdiction_mismatch"
752,true,true,209,221,12,true,7,Gujarat,""
753,false,false,28,28,0,false,2,Telangana,"registry_verified;mutation_complete;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
754,true,true,226,240,13,true,1,Karnataka,""
755,true,true,207,220,12,true,0,Delhi,""
756,true,true,197,211,13,true,7,Gujarat,""
757,false,false,34,34,0,false,4,Rajasthan,"mutation_complete;jurisdiction_mismatch"
758,true,true,199,212,13,true,1,Karnataka,""
759,false,false,28,29,0,false,3,Maharashtra,"encumbrance_free;jurisdiction_mismatch"
760,true,true,236,249,13,true,6,Uttar_Pradesh,""
761,false,false,32,33,0,false,6,Uttar_Pradesh,"kyc_pass;jurisdiction_mismatch"
762,true,true,194,209,15,true,6,Uttar_Pradesh,""
763,true,true,212,227,14,true,1,Karnataka,""
764,false,false,27,28,0,false,5,Chandigarh,"kyc_pass;jurisdiction_mismatch"
765,true,true,219,235,15,true,5,Chandigarh,""
766,true,true,219,233,13,true,2,Telangana,""
767,true,true,231,244,12,true,2,Telangana,""
768,true,true,213,228,14,true,7,Gujarat,""
769,true,true,231,245,13,true,5,Chandigarh,""
770,true,true,199,214,14,true,4,Rajasthan,""
771,true,true,206,219,12,true,5,Chandigarh,""
772,true,true,186,199,12,true,1,Karnataka,""
773,true,true,213,228,13,true,0,Delhi,""
774,true,true,217,233,16,true,6,Uttar_Pradesh,""
775,true,true,196,211,14,true,6,Uttar_Pradesh,""
776,true,true,210,224,13,true,1,Karnataka,""
777,true,true,223,238,14,true,3,Maharashtra,""
778,true,true,225,239,14,true,4,Rajasthan,""
779,true,true,204,218,13,true,3,Maharashtra,""
780,true,true,219,233,14,true,7,Gujarat,""
781,false,false,39,40,0,false,7,Gujarat,"encumbrance_free;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
782,false,false,34,35,0,false,1,Karnataka,"title_valid;registry_verified;zoning_compliant;jurisdiction_mismatch"
783,true,true,229,243,13,true,3,Maharashtra,""
784,true,true,233,247,13,true,0,Delhi,""
785,true,true,238,252,14,true,1,Karnataka,""
786,true,true,226,240,13,true,1,Karnataka,""
787,false,false,34,35,0,false,6,Uttar_Pradesh,"mutation_complete;tax_paid;jurisdiction_eligible;jurisdiction_mismatch"
788,true,true,216,231,14,true,3,Maharashtra,""
789,true,true,188,202,13,true,7,Gujarat,""
790,false,false,30,30,0,false,7,Gujarat,"title_valid;registry_verified;jurisdiction_mismatch"
791,true,true,215,229,14,true,7,Gujarat,""
792,true,true,200,216,16,true,1,Karnataka,""
793,true,true,242,257,14,true,2,Telangana,""
794,true,true,231,245,13,true,6,Uttar_Pradesh,""
795,false,false,27,28,0,false,4,Rajasthan,"mutation_complete;encumbrance_free;jurisdiction_mismatch"
796,true,true,212,226,13,true,1,Karnataka,""
797,true,true,209,225,15,true,1,Karnataka,""
798,true,true,207,221,13,true,7,Gujarat,""
799,true,true,221,234,13,true,6,Uttar_Pradesh,""
800,true,true,204,218,13,true,5,Chandigarh,""
801,true,true,231,247,15,true,6,Uttar_Pradesh,""
802,true,true,219,233,14,true,7,Gujarat,""
803,true,true,234,250,15,true,5,Chandigarh,""
804,false,false,33,33,0,false,0,Delhi,"kyc_pass;title_valid;jurisdiction_eligible;jurisdiction_mismatch"
805,true,true,216,231,14,true,2,Telangana,""
806,true,true,201,214,13,true,6,Uttar_Pradesh,""
807,false,false,33,34,0,false,3,Maharashtra,"kyc_pass;title_valid;encumbrance_free;jurisdiction_mismatch"
808,true,true,199,214,14,true,4,Rajasthan,""
809,true,true,231,246,15,true,0,Delhi,""
810,false,false,34,35,0,false,1,Karnataka,"title_valid;registry_verified;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
811,true,true,259,274,15,true,5,Chandigarh,""
812,true,true,222,235,13,true,0,Delhi,""
813,false,false,33,34,0,false,0,Delhi,"mutation_complete;jurisdiction_mismatch"
814,true,true,196,212,15,true,3,Maharashtra,""
815,true,true,262,277,14,true,7,Gujarat,""
816,true,true,231,244,12,true,5,Chandigarh,""
817,false,false,30,31,0,false,5,Chandigarh,"kyc_pass;jurisdiction_mismatch"
818,false,false,36,37,0,false,4,Rajasthan,"kyc_pass;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
819,true,true,215,229,13,true,2,Telangana,""
820,true,true,204,220,16,true,6,Uttar_Pradesh,""
821,true,true,250,264,14,true,3,Maharashtra,""
822,true,true,219,234,14,true,0,Delhi,""
823,false,false,35,35,0,false,4,Rajasthan,"encumbrance_free;jurisdiction_mismatch"
824,true,true,203,217,14,true,1,Karnataka,""
825,false,false,31,32,0,false,0,Delhi,"kyc_pass;jurisdiction_eligible;jurisdiction_mismatch"
826,true,true,207,221,13,true,2,Telangana,""
827,true,true,223,237,13,true,6,Uttar_Pradesh,""
828,false,false,29,29,0,false,4,Rajasthan,"kyc_pass;jurisdiction_eligible;jurisdiction_mismatch"
829,false,false,38,39,0,false,2,Telangana,"kyc_pass;title_valid;mutation_complete;tax_paid;jurisdiction_mismatch"
830,true,true,231,248,16,true,7,Gujarat,""
831,true,true,209,223,13,true,1,Karnataka,""
832,true,true,231,245,14,true,0,Delhi,""
833,true,true,207,222,14,true,6,Uttar_Pradesh,""
834,false,false,32,33,0,false,1,Karnataka,"title_valid;jurisdiction_mismatch"
835,true,true,208,221,13,true,2,Telangana,""
836,true,true,222,235,12,true,7,Gujarat,""
837,false,false,31,31,0,false,7,Gujarat,"title_valid;registry_verified;encumbrance_free;tax_paid;jurisdiction_mismatch"
838,false,false,33,34,0,false,2,Telangana,"encumbrance_free;jurisdiction_mismatch"
839,true,true,243,258,14,true,4,Rajasthan,""
840,false,false,27,28,0,false,3,Maharashtra,"kyc_pass;title_valid;registry_verified;jurisdiction_mismatch"
841,true,true,225,240,14,true,6,Uttar_Pradesh,""
842,false,false,28,28,0,false,6,Uttar_Pradesh,"registry_verified;jurisdiction_mismatch"
843,true,true,213,228,14,true,2,Telangana,""
844,false,false,31,32,0,false,2,Telangana,"zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
845,true,true,199,212,13,true,5,Chandigarh,""
846,true,true,236,249,13,true,0,Delhi,""
847,true,true,213,229,15,true,0,Delhi,""
848,false,false,33,34,0,false,5,Chandigarh,"registry_verified;mutation_complete;encumbrance_free;jurisdiction_eligible;jurisdiction_mismatch"
849,false,false,33,34,0,false,7,Gujarat,"title_valid;mutation_complete;tax_paid;jurisdiction_mismatch"
850,true,true,222,239,16,true,0,Delhi,""
851,true,true,226,239,13,true,2,Telangana,""
852,true,true,197,213,15,true,2,Telangana,""
853,false,false,30,31,0,false,1,Karnataka,"kyc_pass;title_valid;zoning_compliant;jurisdiction_mismatch"
854,false,false,42,43,0,false,2,Telangana,"title_valid;jurisdiction_eligible;jurisdiction_mismatch"
855,true,true,201,219,17,true,4,Rajasthan,""
856,false,false,30,31,0,false,4,Rajasthan,"zoning_compliant;jurisdiction_mismatch"
857,true,true,280,293,12,true,3,Maharashtra,""
858,true,true,237,252,14,true,7,Gujarat,""
859,false,false,29,30,0,false,1,Karnataka,"title_valid;jurisdiction_eligible;jurisdiction_mismatch"
860,true,true,272,303,30,true,6,Uttar_Pradesh,""
861,true,true,582,620,37,true,6,Uttar_Pradesh,""
862,true,true,479,520,39,true,2,Telangana,""
863,true,true,532,572,39,true,4,Rajasthan,""
864,true,true,558,595,35,true,5,Chandigarh,""
865,true,true,513,547,32,true,2,Telangana,""
866,true,true,536,569,31,true,7,Gujarat,""
867,false,false,52,53,0,false,3,Maharashtra,"registry_verified;tax_paid;zoning_compliant;jurisdiction_mismatch"
868,true,true,540,569,27,true,3,Maharashtra,""
869,true,true,625,660,33,true,3,Maharashtra,""
870,false,false,51,52,0,false,4,Rajasthan,"kyc_pass;title_valid;tax_paid;zoning_compliant;jurisdiction_mismatch"
871,true,true,446,479,31,true,4,Rajasthan,""
872,true,true,521,558,36,true,6,Uttar_Pradesh,""
873,false,false,64,66,0,false,2,Telangana,"registry_verified;mutation_complete;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
874,false,false,102,105,0,false,2,Telangana,"kyc_pass;title_valid;jurisdiction_mismatch"
875,true,true,577,612,34,true,0,Delhi,""
876,true,true,554,589,33,true,4,Rajasthan,""
877,true,true,480,511,30,true,6,Uttar_Pradesh,""
878,true,true,510,546,34,true,7,Gujarat,""
879,true,true,469,507,36,true,6,Uttar_Pradesh,""
880,true,true,557,591,32,true,6,Uttar_Pradesh,""
881,false,false,62,64,0,false,1,Karnataka,"zoning_compliant;jurisdiction_mismatch"
882,true,true,531,564,32,true,7,Gujarat,""
883,true,true,481,516,34,true,0,Delhi,""
884,false,false,55,56,0,false,7,Gujarat,"kyc_pass;title_valid;zoning_compliant;jurisdiction_mismatch"
885,false,false,80,81,0,false,3,Maharashtra,"kyc_pass;title_valid;mutation_complete;tax_paid;jurisdiction_mismatch"
886,true,true,499,542,41,true,6,Uttar_Pradesh,""
887,true,true,506,539,31,true,5,Chandigarh,""
888,true,true,484,519,33,true,2,Telangana,""
889,false,false,56,58,0,false,5,Chandigarh,"registry_verified;mutation_complete;jurisdiction_mismatch"
890,true,true,528,562,32,true,3,Maharashtra,""
891,false,false,63,65,0,false,4,Rajasthan,"kyc_pass;jurisdiction_mismatch"
892,true,true,498,530,30,true,0,Delhi,""
893,false,false,55,56,0,false,6,Uttar_Pradesh,"encumbrance_free;jurisdiction_eligible;jurisdiction_mismatch"
894,false,false,73,74,0,false,2,Telangana,"mutation_complete;jurisdiction_eligible;jurisdiction_mismatch"
895,true,true,488,521,31,true,2,Telangana,""
896,true,true,534,566,30,true,5,Chandigarh,""
897,true,true,436,466,29,true,1,Karnataka,""
898,true,true,499,532,32,true,4,Rajasthan,""
899,true,true,444,476,30,true,2,Telangana,""
900,true,true,467,501,33,true,0,Delhi,""
901,true,true,534,564,29,true,6,Uttar_Pradesh,""
902,true,true,490,521,30,true,1,Karnataka,""
903,true,true,509,552,41,true,6,Uttar_Pradesh,""
904,true,true,455,487,30,true,0,Delhi,""
905,true,true,550,583,31,true,2,Telangana,""
906,true,true,472,510,37,true,7,Gujarat,""
907,true,true,490,530,38,true,3,Maharashtra,""
908,true,true,507,545,37,true,1,Karnataka,""
909,true,true,460,497,35,true,6,Uttar_Pradesh,""
910,true,true,456,496,38,true,1,Karnataka,""
911,true,true,485,518,31,true,5,Chandigarh,""
912,true,true,538,571,32,true,7,Gujarat,""
913,true,true,455,488,31,true,1,Karnataka,""
914,true,true,492,526,33,true,7,Gujarat,""
915,true,true,522,559,35,true,5,Chandigarh,""
916,false,false,57,59,0,false,6,Uttar_Pradesh,"zoning_compliant;jurisdiction_mismatch"
917,true,true,500,533,31,true,0,Delhi,""
918,true,true,140017,140060,42,true,5,Chandigarh,""
919,true,true,543,576,31,true,0,Delhi,""
920,true,true,507,543,34,true,3,Maharashtra,""
921,true,true,494,529,33,true,5,Chandigarh,""
922,true,true,552,593,39,true,1,Karnataka,""
923,true,true,495,531,35,true,2,Telangana,""
924,false,false,65,66,0,false,4,Rajasthan,"title_valid;registry_verified;zoning_compliant;jurisdiction_mismatch"
925,false,false,87,88,0,false,2,Telangana,"mutation_complete;tax_paid;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
926,true,true,568,618,49,true,2,Telangana,""
927,false,false,62,63,0,false,4,Rajasthan,"zoning_compliant;jurisdiction_mismatch"
928,true,true,448,489,40,true,3,Maharashtra,""
929,true,true,85047,85066,17,true,4,Rajasthan,""
930,true,true,326,343,16,true,0,Delhi,""
931,true,true,248,262,13,true,1,Karnataka,""
932,true,true,200,214,14,true,7,Gujarat,""
933,true,true,162,175,12,true,6,Uttar_Pradesh,""
934,true,true,157,169,11,true,1,Karnataka,""
935,true,true,186,206,19,true,6,Uttar_Pradesh,""
936,true,true,255,298,42,true,2,Telangana,""
937,true,true,324,341,15,true,4,Rajasthan,""
938,false,false,31,32,0,false,4,Rajasthan,"registry_verified;mutation_complete;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
939,true,true,196,208,12,true,0,Delhi,""
940,false,false,27,28,0,false,2,Telangana,"kyc_pass;title_valid;registry_verified;mutation_complete;jurisdiction_mismatch"
941,true,true,209,222,12,true,3,Maharashtra,""
942,true,true,169,181,12,true,2,Telangana,""
943,true,true,166,181,15,true,7,Gujarat,""
944,true,true,179,191,12,true,5,Chandigarh,""
945,true,true,163,177,14,true,2,Telangana,""
946,true,true,187,201,14,true,0,Delhi,""
947,true,true,201,212,11,true,4,Rajasthan,""
948,true,true,157,170,12,true,4,Rajasthan,""
949,false,false,31,32,0,false,6,Uttar_Pradesh,"registry_verified;jurisdiction_mismatch"
950,true,true,191,203,11,true,2,Telangana,""
951,true,true,178,191,12,true,5,Chandigarh,""
952,false,false,24,24,0,false,1,Karnataka,"title_valid;registry_verified;encumbrance_free;zoning_compliant;jurisdiction_mismatch"
953,false,false,28,28,0,false,1,Karnataka,"kyc_pass;registry_verified;mutation_complete;tax_paid;jurisdiction_mismatch"
954,true,true,180,192,11,true,6,Uttar_Pradesh,""
955,true,true,157,170,12,true,7,Gujarat,""
956,true,true,216,232,15,true,3,Maharashtra,""
957,true,true,211,226,14,true,6,Uttar_Pradesh,""
958,true,true,283,298,14,true,0,Delhi,""
959,true,true,208,230,21,true,2,Telangana,""
960,false,false,35,36,0,false,3,Maharashtra,"mutation_complete;jurisdiction_mismatch"
961,true,true,516,560,44,true,7,Gujarat,""
962,true,true,521,557,34,true,3,Maharashtra,""
963,true,true,616,647,30,true,4,Rajasthan,""
964,true,true,592,639,45,true,1,Karnataka,""
965,true,true,533,577,42,true,4,Rajasthan,""
966,true,true,581,633,51,true,3,Maharashtra,""
967,true,true,491,530,38,true,6,Uttar_Pradesh,""
968,true,true,528,568,39,true,0,Delhi,""
969,true,true,485,524,37,true,3,Maharashtra,""
970,false,false,54,56,0,false,5,Chandigarh,"kyc_pass;title_valid;mutation_complete;jurisdiction_mismatch"
971,true,true,521,555,33,true,5,Chandigarh,""
972,false,false,42,43,0,false,3,Maharashtra,"title_valid;mutation_complete;zoning_compliant;jurisdiction_mismatch"
973,true,true,483,515,31,true,7,Gujarat,""
974,false,false,67,68,0,false,5,Chandigarh,"kyc_pass;title_valid;registry_verified;zoning_compliant;jurisdiction_mismatch"
975,true,true,575,613,37,true,7,Gujarat,""
976,true,true,583,618,33,true,3,Maharashtra,""
977,true,true,561,605,42,true,6,Uttar_Pradesh,""
978,true,true,532,565,31,true,3,Maharashtra,""
979,true,true,308,325,16,true,5,Chandigarh,""
980,true,true,232,245,13,true,0,Delhi,""
981,true,true,231,246,14,true,4,Rajasthan,""
982,true,true,226,243,16,true,1,Karnataka,""
983,false,false,26,27,0,false,4,Rajasthan,"kyc_pass;title_valid;zoning_compliant;jurisdiction_mismatch"
984,false,false,34,35,0,false,4,Rajasthan,"kyc_pass;jurisdiction_mismatch"
985,true,true,206,222,16,true,6,Uttar_Pradesh,""
986,false,false,35,36,0,false,7,Gujarat,"registry_verified;mutation_complete;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
987,true,true,214,232,17,true,2,Telangana,""
988,true,true,248,263,15,true,4,Rajasthan,""
989,false,false,31,31,0,false,1,Karnataka,"kyc_pass;jurisdiction_eligible;jurisdiction_mismatch"
990,true,true,210,228,17,true,0,Delhi,""
991,true,true,201,215,13,true,0,Delhi,""
992,true,true,216,230,13,true,4,Rajasthan,""
993,false,false,30,31,0,false,0,Delhi,"registry_verified;mutation_complete;encumbrance_free;jurisdiction_eligible;jurisdiction_mismatch"
994,true,true,214,229,14,true,2,Telangana,""
995,true,true,233,250,17,true,2,Telangana,""
996,true,true,216,230,13,true,7,Gujarat,""
997,true,true,261,276,14,true,5,Chandigarh,""
998,false,false,31,31,0,false,7,Gujarat,"registry_verified;mutation_complete;jurisdiction_mismatch"
999,true,true,268,284,15,true,5,Chandigarh,""
1000,true,true,222,239,16,true,4,Rajasthan,""
1001,false,false,36,37,0,false,1,Karnataka,"tax_paid;jurisdiction_mismatch"
1002,true,true,220,234,14,true,7,Gujarat,""
1003,true,true,218,233,15,true,0,Delhi,""
1004,false,false,32,32,0,false,4,Rajasthan,"kyc_pass;mutation_complete;jurisdiction_eligible;jurisdiction_mismatch"
1005,true,true,210,226,15,true,0,Delhi,""
1006,true,true,213,228,15,true,6,Uttar_Pradesh,""
1007,true,true,269,293,23,true,1,Karnataka,""
1008,true,true,267,284,16,true,3,Maharashtra,""
1009,true,true,254,271,16,true,6,Uttar_Pradesh,""
1010,false,false,36,37,0,false,3,Maharashtra,"title_valid;registry_verified;mutation_complete;jurisdiction_eligible;jurisdiction_mismatch"
1011,true,true,219,233,14,true,3,Maharashtra,""
1012,true,true,267,283,16,true,0,Delhi,""
1013,false,false,35,36,0,false,0,Delhi,"kyc_pass;title_valid;mutation_complete;jurisdiction_eligible;jurisdiction_mismatch"
1014,true,true,208,221,13,true,7,Gujarat,""
1015,true,true,208,222,13,true,2,Telangana,""
1016,false,false,33,34,0,false,7,Gujarat,"kyc_pass;zoning_compliant;jurisdiction_mismatch"
1017,true,true,210,225,14,true,5,Chandigarh,""
1018,true,true,242,258,15,true,1,Karnataka,""
1019,false,false,36,37,0,false,4,Rajasthan,"kyc_pass;registry_verified;encumbrance_free;tax_paid;jurisdiction_mismatch"
1020,true,true,213,229,15,true,4,Rajasthan,""
1021,true,true,191,210,18,true,6,Uttar_Pradesh,""
1022,false,false,33,33,0,false,6,Uttar_Pradesh,"kyc_pass;jurisdiction_mismatch"
1023,false,false,38,39,0,false,5,Chandigarh,"title_valid;jurisdiction_mismatch"
1024,true,true,215,232,16,true,3,Maharashtra,""
1025,false,false,30,31,0,false,7,Gujarat,"zoning_compliant;jurisdiction_mismatch"
1026,false,false,38,38,0,false,3,Maharashtra,"tax_paid;jurisdiction_eligible;jurisdiction_mismatch"
1027,false,false,37,38,0,false,1,Karnataka,"title_valid;registry_verified;zoning_compliant;jurisdiction_mismatch"
1028,true,true,228,243,14,true,3,Maharashtra,""
1029,true,true,235,249,14,true,0,Delhi,""
1030,true,true,205,219,13,true,4,Rajasthan,""
1031,true,true,234,249,14,true,5,Chandigarh,""
1032,true,true,225,240,14,true,5,Chandigarh,""
1033,true,true,191,205,13,true,7,Gujarat,""
1034,false,false,30,31,0,false,4,Rajasthan,"kyc_pass;title_valid;tax_paid;jurisdiction_eligible;jurisdiction_mismatch"
1035,true,true,214,229,15,true,3,Maharashtra,""
1036,false,false,34,34,0,false,1,Karnataka,"encumbrance_free;tax_paid;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
1037,true,true,192,206,13,true,2,Telangana,""
1038,true,true,210,226,15,true,0,Delhi,""
1039,true,true,224,238,13,true,5,Chandigarh,""
1040,true,true,248,263,14,true,1,Karnataka,""
1041,true,true,258,273,15,true,7,Gujarat,""
1042,false,false,38,39,0,false,7,Gujarat,"title_valid;jurisdiction_mismatch"
1043,true,true,234,250,15,true,3,Maharashtra,""
1044,false,false,31,31,0,false,6,Uttar_Pradesh,"mutation_complete;encumbrance_free;jurisdiction_eligible;jurisdiction_mismatch"
1045,true,true,218,231,13,true,7,Gujarat,""
1046,false,false,41,41,0,false,1,Karnataka,"registry_verified;jurisdiction_eligible;jurisdiction_mismatch"
1047,true,true,211,227,15,true,1,Karnataka,""
1048,true,true,206,219,13,true,0,Delhi,""
1049,true,true,186,201,14,true,3,Maharashtra,""
1050,true,true,214,229,14,true,5,Chandigarh,""
1051,true,true,227,244,16,true,1,Karnataka,""
1052,true,true,224,237,13,true,3,Maharashtra,""
1053,true,true,205,218,12,true,1,Karnataka,""
1054,true,true,203,217,13,true,4,Rajasthan,""
1055,true,true,220,236,15,true,2,Telangana,""
1056,true,true,247,264,16,true,5,Chandigarh,""
1057,false,false,26,27,0,false,5,Chandigarh,"kyc_pass;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
1058,true,true,208,221,13,true,0,Delhi,""
1059,true,true,215,233,18,true,7,Gujarat,""
1060,true,true,247,261,13,true,7,Gujarat,""
1061,true,true,222,238,16,true,4,Rajasthan,""
1062,true,true,270,284,14,true,4,Rajasthan,""
1063,true,true,183,198,14,true,3,Maharashtra,""
1064,false,false,28,29,0,false,0,Delhi,"registry_verified;jurisdiction_eligible;jurisdiction_mismatch"
1065,false,false,35,36,0,false,1,Karnataka,"kyc_pass;title_valid;registry_verified;jurisdiction_eligible;jurisdiction_mismatch"
1066,true,true,212,225,12,true,0,Delhi,""
1067,true,true,197,211,13,true,5,Chandigarh,""
1068,false,false,33,34,0,false,6,Uttar_Pradesh,"mutation_complete;jurisdiction_eligible;jurisdiction_mismatch"
1069,true,true,248,261,13,true,6,Uttar_Pradesh,""
1070,true,true,208,223,15,true,0,Delhi,""
1071,false,false,33,33,0,false,6,Uttar_Pradesh,"kyc_pass;registry_verified;mutation_complete;tax_paid;jurisdiction_mismatch"
1072,true,true,230,244,13,true,5,Chandigarh,""
1073,false,false,29,30,0,false,4,Rajasthan,"kyc_pass;mutation_complete;encumbrance_free;tax_paid;jurisdiction_mismatch"
1074,true,true,237,253,15,true,4,Rajasthan,""
1075,true,true,233,248,14,true,0,Delhi,""
1076,false,false,29,30,0,false,4,Rajasthan,"encumbrance_free;jurisdiction_mismatch"
1077,true,true,226,243,16,true,3,Maharashtra,""
1078,true,true,220,235,14,true,3,Maharashtra,""
1079,false,false,30,31,0,false,7,Gujarat,"title_valid;mutation_complete;encumbrance_free;zoning_compliant;jurisdiction_mismatch"
1080,false,false,36,37,0,false,1,Karnataka,"tax_paid;jurisdiction_mismatch"
1081,true,true,211,226,14,true,7,Gujarat,""
1082,true,true,231,245,13,true,2,Telangana,""
1083,false,false,34,35,0,false,0,Delhi,"kyc_pass;jurisdiction_mismatch"
1084,true,true,220,235,14,true,5,Chandigarh,""
1085,true,true,230,248,17,true,7,Gujarat,""
1086,true,true,207,223,16,true,5,Chandigarh,""
1087,false,false,31,32,0,false,3,Maharashtra,"kyc_pass;title_valid;tax_paid;jurisdiction_eligible;jurisdiction_mismatch"
1088,false,false,38,39,0,false,6,Uttar_Pradesh,"mutation_complete;jurisdiction_mismatch"
1089,false,false,38,39,0,false,7,Gujarat,"kyc_pass;mutation_complete;encumbrance_free;jurisdiction_eligible;jurisdiction_mismatch"
1090,false,false,34,34,0,false,7,Gujarat,"registry_verified;tax_paid;jurisdiction_mismatch"
1091,true,true,204,218,13,true,4,Rajasthan,""
1092,true,true,199,213,13,true,0,Delhi,""
1093,false,false,30,31,0,false,3,Maharashtra,"registry_verified;mutation_complete;zoning_compliant;jurisdiction_mismatch"
1094,true,true,186,200,14,true,4,Rajasthan,""
1095,true,true,233,248,14,true,3,Maharashtra,""
1096,true,true,206,219,12,true,4,Rajasthan,""
1097,true,true,233,247,13,true,4,Rajasthan,""
1098,false,false,30,31,0,false,5,Chandigarh,"kyc_pass;title_valid;mutation_complete;jurisdiction_mismatch"
1099,true,true,190,204,13,true,2,Telangana,""
1100,true,true,242,257,14,true,0,Delhi,""
1101,false,false,32,32,0,false,3,Maharashtra,"title_valid;mutation_complete;tax_paid;zoning_compliant;jurisdiction_mismatch"
1102,false,false,34,35,0,false,0,Delhi,"title_valid;registry_verified;mutation_complete;zoning_compliant;jurisdiction_mismatch"
1103,false,false,32,33,0,false,2,Telangana,"kyc_pass;jurisdiction_mismatch"
1104,false,false,40,40,0,false,5,Chandigarh,"registry_verified;tax_paid;zoning_compliant;jurisdiction_mismatch"
1105,true,true,222,237,15,true,0,Delhi,""
1106,true,true,232,245,13,true,7,Gujarat,""
1107,true,true,234,256,21,true,4,Rajasthan,""
1108,true,true,243,257,13,true,7,Gujarat,""
1109,true,true,204,217,13,true,2,Telangana,""
1110,true,true,223,239,15,true,1,Karnataka,""
1111,true,true,212,227,14,true,2,Telangana,""
1112,true,true,223,238,14,true,5,Chandigarh,""
1113,false,false,33,33,0,false,7,Gujarat,"mutation_complete;jurisdiction_mismatch"
1114,false,false,34,35,0,false,6,Uttar_Pradesh,"title_valid;mutation_complete;zoning_compliant;jurisdiction_mismatch"
1115,true,true,204,219,14,true,5,Chandigarh,""
1116,true,true,206,221,14,true,3,Maharashtra,""
1117,true,true,190,203,12,true,3,Maharashtra,""
1118,true,true,243,261,17,true,6,Uttar_Pradesh,""
1119,true,true,213,227,13,true,7,Gujarat,""
1120,false,false,33,33,0,false,7,Gujarat,"kyc_pass;tax_paid;zoning_compliant;jurisdiction_mismatch"
1121,false,false,32,33,0,false,2,Telangana,"zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
1122,true,true,249,266,16,true,0,Delhi,""
1123,true,true,238,252,13,true,1,Karnataka,""
1124,true,true,240,253,12,true,4,Rajasthan,""
1125,true,true,234,249,14,true,0,Delhi,""
1126,true,true,206,221,14,true,4,Rajasthan,""
1127,false,false,30,31,0,false,1,Karnataka,"mutation_complete;encumbrance_free;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
1128,true,true,217,232,14,true,0,Delhi,""
1129,false,false,32,33,0,false,6,Uttar_Pradesh,"kyc_pass;jurisdiction_mismatch"
1130,false,false,35,36,0,false,1,Karnataka,"tax_paid;zoning_compliant;jurisdiction_mismatch"
1131,true,true,222,237,15,true,1,Karnataka,""
1132,true,true,203,217,13,true,5,Chandigarh,""
1133,true,true,232,248,16,true,4,Rajasthan,""
1134,true,true,220,235,14,true,5,Chandigarh,""
1135,true,true,232,247,15,true,0,Delhi,""
1136,false,false,30,31,0,false,2,Telangana,"encumbrance_free;tax_paid;zoning_compliant;jurisdiction_mismatch"
1137,false,false,37,38,0,false,5,Chandigarh,"title_valid;mutation_complete;jurisdiction_mismatch"
1138,false,false,37,38,0,false,4,Rajasthan,"encumbrance_free;jurisdiction_mismatch"
1139,true,true,220,235,14,true,6,Uttar_Pradesh,""
1140,true,true,205,221,15,true,6,Uttar_Pradesh,""
1141,false,false,32,32,0,false,6,Uttar_Pradesh,"kyc_pass;title_valid;registry_verified;mutation_complete;jurisdiction_mismatch"
1142,true,true,210,227,16,true,6,Uttar_Pradesh,""
1143,true,true,201,216,14,true,1,Karnataka,""
1144,true,true,197,211,13,true,6,Uttar_Pradesh,""
1145,false,false,29,29,0,false,7,Gujarat,"kyc_pass;title_valid;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
1146,true,true,201,217,15,true,7,Gujarat,""
1147,false,false,30,30,0,false,0,Delhi,"registry_verified;jurisdiction_mismatch"
1148,false,false,35,36,0,false,2,Telangana,"kyc_pass;registry_verified;zoning_compliant;jurisdiction_eligible;jurisdiction_mismatch"
1149,true,true,239,258,18,true,7,Gujarat,""
1150,true,true,211,226,14,true,7,Gujarat,""
1151,true,true,196,211,14,true,2,Telangana,""
1152,false,false,35,35,0,false,1,Karnataka,"kyc_pass;title_valid;jurisdiction_mismatch"
