index,eligible,ground_truth_eligible,witness_time_ms,generate_time_ms,verify_time_ms,verified,jurisdiction,jurisdiction_name,failed_flags
1153,true,true,240,254,14,true,6,Uttar_Pradesh,""
1154,true,true,228,241,13,true,7,Gujarat,""
1155,true,true,233,247,13,true,7,Gujarat,""
1156,true,true,224,237,13,true,1,Karnataka,""
1157,true,true,227,242,14,true,6,Uttar_Pradesh,""
1158,true,true,209,223,13,true,2,Telangana,""
1159,false,false,31,32,0,false,1,Karnataka,"kyc_pass;title_valid;jurisdiction_mismatch"
1160,true,true,227,247,19,true,6,Uttar_Pradesh,""
1161,true,true,196,211,14,true,3,Maharashtra,""
1162,true,true,225,239,14,true,7,Gujarat,""
1163,false,false,32,32,0,false,5,Chandigarh,"kyc_pass;tax_paid;jurisdiction_mismatch"
1164,false,false,38,38,0,false,0,Delhi,"registry_verified;mutation_complete;jurisdiction_mismatch"
1165,true,true,234,248,14,true,4,Rajasthan,""
1166,true,true,235,249,14,true,3,Maharashtra,""
1167,true,true,214,228,14,true,6,Uttar_Pradesh,""
1168,false,false,30,30,0,false,5,Chandigarh,"mutation_complete;encumbrance_free;jurisdiction_mismatch"
1169,true,true,216,233,16,true,4,Rajasthan,""
1170,true,true,212,225,12,true,1,Karnataka,""
1171,true,true,200,213,12,true,4,Rajasthan,""
1172,true,true,224,239,14,true,5,Chandigarh,""
1173,false,false,29,30,0,false,5,Chandigarh,"kyc_pass;encumbrance_free;jurisdiction_eligible;jurisdiction_mismatch"
1174,false,false,33,34,0,false,5,Chandigarh,"title_valid;tax_paid;jurisdiction_mismatch"
1175,true,true,213,227,13,true,6,Uttar_Pradesh,""
1176,false,false,34,35,0,false,2,Telangana,"kyc_pass;mutation_complete;tax_paid;zoning_compliant;jurisdiction_mismatch"
1177,true,true,218,232,13,true,3,Maharashtra,""
1178,true,true,197,214,17,true,3,Maharashtra,""
1179,true,true,274,289,14,true,7,Gujarat,""
1180,true,true,216,231,14,true,5,Chandigarh,""
1181,true,true,207,223,15,true,1,Karnataka,""
1182,false,false,35,35,0,false,1,Karnataka,"kyc_pass;title_valid;registry_verified;encumbrance_free;jurisdiction_mismatch"
1183,true,true,199,214,14,true,1,Karnataka,""
1184,true,true,198,213,14,true,0,Delhi,""
1185,true,true,213,226,13,true,6,Uttar_Pradesh,""
1186,true,true,218,232,13,true,3,Maharashtra,""
1187,true,true,199,213,13,true,6,Uttar_Pradesh,""
1188,true,true,215,228,12,true,5,Chandigarh,""
1189,false,false,31,31,0,false,2,Telangana,"kyc_pass;mutation_complete;jurisdiction_eligible;jurisdiction_mismatch"
1190,true,true,253,269,15,true,2,Telangana,""
1191,true,true,246,261,15,true,7,Gujarat,""
1192,true,true,228,241,12,true,2,Telangana,""
1193,true,true,201,218,16,true,6,Uttar_Pradesh,""
1194,true,true,223,238,14,true,7,Gujarat,""
1195,false,false,29,29,0,false,4,Rajasthan,"kyc_pass;title_valid;encumbrance_free;tax_paid;jurisdiction_mismatch"
1196,false,false,31,32,0,false,4,Rajasthan,"registry_verified;mutation_complete;jurisdiction_mismatch"
1197,true,true,190,204,13,true,2,Telangana,""
1198,false,false,30,30,0,false,2,Telangana,"kyc_pass;tax_paid;zoning_compliant;jurisdiction_mismatch"
1199,true,true,204,218,13,true,5,Chandigarh,""
